reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
a4714ce1-7c5b-42f6-9658-005fe22b44ce,I don't have any ideas,https://play-lh.googleusercontent.com/a-/ALV-UjUyPGYp-WDX6Gj82CwIGOvJsJRJklf8tUO7lVMqVS7ll5BuQC8,"Ajig gw gak bisa cek in di app ini, bgsd busuk coba lu benerin ini dlu dah",1,0,50.2.2,2024-02-18 11:24:58,,,50.2.2
2db8c30f-9d59-49a7-9de1-c65581ff40f1,rasya putra romansa,https://play-lh.googleusercontent.com/a-/ALV-UjWHn9qxnCq5i1T9ecn5qBFMed8cgju8OKmMSaRFV3dq_O7Oz3Z1bA,"I like this app, but please fix this app, when I edit my account, it worked, but when I press ""account"" it normal again #PRAYFORSJ182 😭😭",4,0,50.2.2,2023-12-28 13:30:37,,,50.2.2
d6620af7-8b95-43e9-850f-5e8a1df21647,Zaki Farid,https://play-lh.googleusercontent.com/a-/ALV-UjXY6bpfle1kSYbzfoXIg0-THVctEqouucKyVNkIj-fZJifW3jDM8A,Bad app,1,0,50.1.1,2023-07-07 13:34:21,,,50.1.1
6515d0b9-0ece-4bce-a8a1-b432a418e557,Rahmat Fauzi,https://play-lh.googleusercontent.com/a/ACg8ocJ1oKceO_DmRf_4lvTtTmg2wOSrsAY-2pdZXOlSVkrORqXt4w=mo,"Pesawat nya panas bgtt, ga kerawat, jorok.",1,0,50.1.1,2023-05-11 04:59:14,,,50.1.1
0aa8d273-90ea-4b39-a8e8-75aa5c7f68ba,Asep Awaludin,https://play-lh.googleusercontent.com/a-/ALV-UjXGRjhkZwyFPJ1kqln2YQkdRHp5c5m-jymyZROy3w8TcZ9SR28i,"Email udah verified tp tdk bisa login, suruh cek email terus. Sebenarnya bisa di pakai apa tidak applikasi ini???",1,0,40.0.6,2022-10-15 01:06:16,,,40.0.6
3ef5a340-e896-4d83-865a-6da2676c65ae,Arif Yunizar Nugraha,https://play-lh.googleusercontent.com/a/ACg8ocLwBfuUNsaZZpx0w_svtUEVhfbfYxQltJ-G6lSNLT7glbDbbA=mo,CS via WA tidak solutif. Call center tidak diangkat.,1,0,,2022-10-03 14:06:03,,,
686f1269-3ac7-4d37-9eba-313557fd10a4,Singh Adi,https://play-lh.googleusercontent.com/a-/ALV-UjVQrHS9tybyMgD8bXnH7t2EErrA0w_TRYpx40rsQvcU56UOrHCr,bad app,1,0,,2022-08-27 06:28:23,,,
1f36992b-d5b0-4f01-89e7-0ff711ec464c,George Sitanaya,https://play-lh.googleusercontent.com/a-/ALV-UjWfmVIfEwI4hcqN8QrHbK-i_7TD7aOgmTsMfsJvOJAEqpocGdYq,Very bad app..cant check in via app.. so i have to use dekstop version / using browser,1,0,40.0.5,2022-08-07 11:18:42,,,40.0.5
4f36384c-4a71-4ff9-b6b4-1e1aa9afaf6e,Asis Wahyudi,https://play-lh.googleusercontent.com/a-/ALV-UjXYffL0hn5GY08woyTudPgWf1o5vfA6e07d8FTefGQg8m2xl7Nh,"The worst service I experienced. They offered me to reschedule or refund because the flight did not connect to the next one. Later on, I decided to reschedule. I asked the officer that it would not be changed anymore. But after I resceduled until the next 3 days, the airline texted me one day before that the next day flight would be resceduled and it did not connect to the next flight. I tried to call the CS for many times, but they were always busy.",1,2,40.0.5,2022-07-03 11:08:01,,,40.0.5
701660e0-d5e7-4925-9e1a-6939c5c755a0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Easy and fast to do,5,2,40.0.5,2022-07-03 03:10:48,,,40.0.5
73beed31-6088-4826-924e-f6d8c6f6c146,Rudianto Winardi,https://play-lh.googleusercontent.com/a-/ALV-UjXWBTt4590gQxoj9Qt9Ffy0msFOgt_9flK2bKu1qIP7KPP2sAqv,Maaf memoriku penuh,1,2,7.8.0,2021-10-27 02:38:48,,,7.8.0
3a03e484-52cd-4061-969f-ea92a73023cd,Siti Aisyah Rusly,https://play-lh.googleusercontent.com/a-/ALV-UjVaXST_lgd0rQhp6kfMncpR2eOBjr-Zgu3V53LyzkMENI3HRhYDNQ,Sriwijaya air !!!,5,0,,2021-10-25 08:49:53,,,
908beaaf-3b7b-4207-909c-6a5eba314651,Andri M,https://play-lh.googleusercontent.com/a-/ALV-UjWCJ0UhIx5af79OZM3aQkz7N3FW0s6naIP6YpoMRDiDRnMPHCh9,Good,5,1,8.3.0,2021-08-15 04:53:11,,,8.3.0
ab2dc171-9bfd-40ab-ad90-36e008a39502,Danang Heru Utomo,https://play-lh.googleusercontent.com/a-/ALV-UjXC8G2cZ0Dm8V5V-3FYdgud6lC6XQokEIA-m0nCoy9LQgivZBnVTw,Transaksi gagal tapi tagihan tetap muncul,1,0,8.2.0,2021-07-23 21:41:42,,,8.2.0
a77b22b3-371c-4da0-987b-eaf0c7c75ad0,Evendi Rustam,https://play-lh.googleusercontent.com/a-/ALV-UjVtKgVNkdQhrq8zXNhafa01dJRM976p8gPDMti-y3SYV-whDTX4,"Pengalaman saya, tidak bisa terbang karena terkena covid. Tapi dari pihak maskapai mewajibkan saya untuk ke bandara untuk menyampaikan surat bukti positif covid secara langsung tanpa bisa dikirim melalui email. Sementara penumpang harus isolasi mandiri, tetapi di suruh ke bandara antarkan surat. Luar biasa sriwijaya !",1,0,5.7,2021-07-02 13:30:02,,,5.7
954e1405-0e45-4e02-b741-6ddd1ea792c7,Dewi Lippo Land,https://play-lh.googleusercontent.com/a/ACg8ocL4NIac7_0yDWc4CXxBunxQ12Hhxrq6HM3fxKvYP1CpZQXNMQ=mo,Best regional plane ever,5,0,8.2.0,2021-06-29 10:42:23,,,8.2.0
8522147e-eec2-4458-9780-6a2e213c545e,Loekito Soephomo,https://play-lh.googleusercontent.com/a-/ALV-UjWNylM1W85TB4T5KbphKLmhaf5yCm4n9ikb76iMNRFHozrPAN0vMw,They need to improve the 24/7 Customer Service. I have been calling almost one hour and still no one available for helping me.,1,3,7.9.0,2021-03-21 17:03:22,,,7.9.0
22bc421c-616f-4dfa-a2e9-a3d239d122b5,Arrizka,https://play-lh.googleusercontent.com/a/ACg8ocLHeVFqnJQp89lf4calT6a3GA-fNY-FoqEl40b1xMrdy5r2m9Q=mo,"Their customer service is worst. They cancelled flight due to COVID 19, until now, 8 months passed, my refund has not been processed. Still waiting but i have no hope for their services.",1,5,,2020-12-01 04:38:17,,,
6e524fb0-2a19-456e-8e6a-2f574b1de20d,Gina,https://play-lh.googleusercontent.com/a-/ALV-UjW6qysBeeAkQFdQYrJ9CRdTbx_wlFNTL_PNpgKPH5QZflEXwXB9,very great,5,0,7.8.0,2020-11-20 05:49:56,,,7.8.0
976e42bc-53ef-4137-8230-47a91470fb79,Wita Korilina,https://play-lh.googleusercontent.com/a/ACg8ocKIa5ajIPNxLUZWCSCsvKEJ-uTuykViDABPXPq17rvn4X7qsA=mo,Aplikasi terburuk yang pernah saya install.,1,0,7.8.0,2020-11-18 03:50:40,,,7.8.0
a6263428-dd5a-4f59-8645-fe9e760182e0,Ricky Rolando,https://play-lh.googleusercontent.com/a-/ALV-UjWUdew-4eJVgR3slxGIALIytvKUNlrEwzw5-byXX5I20z2tAMc,Bad app bad airplane,1,1,7.8.0,2020-11-13 07:39:47,,,7.8.0
113f39e6-de48-4652-b74d-30d1c04f9f1d,Olin Nababan,https://play-lh.googleusercontent.com/a-/ALV-UjWomJeRvJEKoHOG0imOgh_rqCtyqGSc8P0s4j04kkWlAC8w6SoM,really bad!,1,0,,2020-11-12 10:36:27,,,
60e4f8fd-c540-45c3-969f-7525cd7c43e4,CrystaL 27,https://play-lh.googleusercontent.com/a-/ALV-UjWZNQMZNyMcFBxQOX8FsL-2OktkiKovzGe1sIQN4dZGgBvYKlU,Sama sekali ga bisa diakses. Loading teruussss.....,1,0,,2020-11-11 14:30:41,,,
6003e3c0-a2e8-4cc1-a1ce-133e4adf3d35,ivan wahyu,https://play-lh.googleusercontent.com/a-/ALV-UjUypwR5Hz6TwveGldZUNa-YR1Tz-UQnD_P8OH2StjXXrs1r5S7S,flash sale ampas..aplikasi ga bisa di akses sama sekali,1,0,7.8.0,2020-11-11 09:46:14,,,7.8.0
a4bf7b38-dd1e-4851-bd5d-fde561853060,Jimmy Jack,https://play-lh.googleusercontent.com/a/ACg8ocLYDYZSfTu40Mi3UN4gm0fB21r-VIbV7v8amzNm4Nm5QCxdBw=mo,Servernya cupu baru diserbu sama promo aja langsung down.,1,0,7.8.0,2020-11-11 06:11:33,,,7.8.0
eef078a6-7072-4155-8073-bdc98155308c,ndaru aji,https://play-lh.googleusercontent.com/a-/ALV-UjU7uOFId99NsAoPnr_x6-bhtsb_j5fQ9nHN3GycJjHCOrWkOBM,Sampah,1,0,7.8.0,2020-11-11 06:01:11,,,7.8.0
7daf12d2-976a-4f40-8642-4b022ff82132,yessy filadelvia,https://play-lh.googleusercontent.com/a-/ALV-UjVnVfioT0ufUCQT5RXSGGLvhhb0dLU7_dlKBjyDLmpaVVB-0Tie,Woww.. Really have bad experience with this app. The worst airlane app ever. Not deserve anything.,1,3,7.8.0,2020-11-11 02:51:00,,,7.8.0
c28820c2-d98e-489b-8dfd-cd48d68c413b,Winda Wastie,https://play-lh.googleusercontent.com/a-/ALV-UjVPi3zcrDeLug803C_kqc7ttjENYEJ0tFnL3XLAX4pYhoyCi2rS,Aplikasi tidak pakai! Sering error.,1,0,7.8.0,2020-11-11 02:14:38,,,7.8.0
c6980ea4-0ee3-43b2-9b38-d4dd080104da,Hose Situmorang,https://play-lh.googleusercontent.com/a-/ALV-UjWuCYtaWBKaqGOtCi-R5bnjFDA0IHO5xCmu1TfNpAlM9E7kKdXB,So bad,1,0,7.8.0,2020-11-10 17:17:34,,,7.8.0
72985e48-2a93-43bc-97d6-1c0c5a2a8263,Muhamad Rizki,https://play-lh.googleusercontent.com/a-/ALV-UjV4Ox6XfK0sRCAtGK0zWwQL07XBWrfx7iOOvFR6TMasEKddkaHD,Ini ada promo tapi penerbangannya sold out semua. Bahkan sampai akhir tahun 2021 pun sold out. Logika saja! Penipuan ini.,1,0,7.8.0,2020-11-10 16:52:40,,,7.8.0
1add0216-c37d-4e13-b727-58b78e7ba8eb,Yustiar Rizawan,https://play-lh.googleusercontent.com/a/ACg8ocKCY7Uy6KL15u2id68CQtZE0MPD-ymLkB_s13H7VyOYIP109A=mo,The features that I like was price date comparison,5,1,,2020-11-10 15:57:31,,,
f72436b7-5e85-4510-9b86-abf569e3dff5,Sofranita Syifa,https://play-lh.googleusercontent.com/a-/ALV-UjVDpAZhYDB4wZoYq6PbiPw8maeiUIwFaP9amf3BNRjfHATUxfD0,"apss not working, server down everday",1,1,7.8.0,2020-11-10 15:38:18,,,7.8.0
64e1eb02-863e-4e07-9e59-33b4c608c08e,Sofyan Alf,https://play-lh.googleusercontent.com/a/ACg8ocLfqVfj1bl_7cXGnvVlBDv5RT1mzQqvIPgmrzeKXt9Fa_D6aA=mo,Bad aplication. server always down,1,2,7.8.0,2020-11-10 15:36:47,,,7.8.0
1ab83a16-1726-4e1b-8901-371f6cd46828,Miqdad Muhajib,https://play-lh.googleusercontent.com/a-/ALV-UjX26Cx1n9X8Vd_BxyO8b6D2PRK_y20OzJxAZa234bgork_AJ-eO,useless,1,0,7.8.0,2020-11-10 15:34:51,,,7.8.0
bb88eb38-6590-4b2b-95ca-eb9c40d842c0,Reza Saputra,https://play-lh.googleusercontent.com/a/ACg8ocJ1XMaer6ERt_U-6kRUXyBOjSm7B9lnWDZdgudwaKhpL0o47i8=mo,The worst app ever,1,0,,2020-11-10 15:30:40,,,
5aaf316b-8fe8-457f-8388-ac99db106919,Dara Suoth,https://play-lh.googleusercontent.com/a-/ALV-UjXiAeKrwkoxbsigLmY7qKMocH5xpkuJlPuNhUUcydR3WLx2eaQ,Lemots,1,1,7.8.0,2020-11-10 15:28:17,,,7.8.0
fe10e218-75d4-44fc-9fe1-342ddecb1402,Irwan Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjWP8_U7JgQF4pT0x_VwcQ6v3H_JIaJUT-mrZKdBVfEM60d0PjMo,useless & terrible,1,0,,2020-11-10 15:26:28,,,
5a4f75f5-9287-4e93-b8d2-83a3599e9e30,Hendra Nofrizal,https://play-lh.googleusercontent.com/a/ACg8ocLcxKwVFPjPOZ6s1SENXAb1ings22hhh_x-qzeqe8fOIJoU4w=mo,Klau tidak bisa menjamin aplikasi sama promo yg bagus jgan buat dagelan ya. Cuma bisa buat org kesal aja buka aplikasi tapi tidak ada yg bisa masuk akses nya🤬😡,1,1,7.8.0,2020-11-10 15:15:47,,,7.8.0
5fee6491-6ee3-4274-b3e5-9fede1129b3e,Kidong Garut,https://play-lh.googleusercontent.com/a-/ALV-UjWZvy60xFIpjPJxa_VwIQCpQ6cUe_u6SNIor8G31-xNBi6c8g8,Not responding. Terrible!,1,0,,2020-11-10 15:03:26,,,
f79353a3-b52f-4ec9-ac59-d3064ebbd9f5,Daniel Ronaldo,https://play-lh.googleusercontent.com/a/ACg8ocLrswLgAP_d4rNJszhJjQlIdoECblzJ0XpMOcfU0u0T__s0tg=mo,"Flash sale harus download apps tapi gak bs beli tiket, payah",1,1,7.8.0,2020-11-10 14:50:01,,,7.8.0
e761e2bf-ef1b-43ce-ac51-66d5aa50a662,William Pranata,https://play-lh.googleusercontent.com/a-/ALV-UjXHY-yakBu3CQlJKivC0nhMBb7vNViaAPVj5Lc_kwpTyg4QsdJM,Jumlah install sih jadi banyak ya.. Tpi bintang 1 juga malah terjun bebas. Mampus kau.. Buat promo kok ngeprank..,1,1,7.8.0,2020-11-10 12:40:22,,,7.8.0
41417071-a3d5-4011-a47f-0b3371bd62ee,Monte saja,https://play-lh.googleusercontent.com/a-/ALV-UjUVJqGgDgwQOME5-hAIP8F1L-lpWev12BwTuGFcFH1VIrzrblYj,Gabisa di pake,1,1,7.8.0,2020-11-10 12:24:27,,,7.8.0
acd7574f-059b-467c-92f1-19f643d892a2,kang jenggot,https://play-lh.googleusercontent.com/a-/ALV-UjUA5sjXhRA5yXadj1KQHQ4L3xh72QcHazNqd3wssvQuJHwMQzk,lola bgt,1,1,7.8.0,2020-11-10 12:10:39,,,7.8.0
3e6d2d7a-734c-4cbf-a461-175a6fe53e83,Ical Saja,https://play-lh.googleusercontent.com/a-/ALV-UjUVkpz3M7wEiPhFpYgY0_LL3ZKyZmJmf_7CQtacrMN3eaQRYUm_iw,"Aplikasi gak guna, gak bisa dipake muter2 terus.",1,1,7.8.0,2020-11-10 11:53:34,,,7.8.0
9e8e136a-2f27-4662-a1e1-1312c8c28385,Nurul Munawaroh,https://play-lh.googleusercontent.com/a/ACg8ocKDw5ssdwbK5lhZBTcjInYSl75LvZnYZrUtBIJjyWGSCemhmA=mo,Ngga bisa dibuka sama sekali.. loading terooosss seharian,1,0,,2020-11-10 11:30:47,,,
31fc86d4-c309-4928-9f84-879aaf2ab9b9,Rimi Hutagalung,https://play-lh.googleusercontent.com/a-/ALV-UjW2a82Je0AssR4SSER0lx-dKLLUQsJhQ6VugObH0IRJg6GJMmqCTQ,Lola... anehhh yak... yg lain di promo malah bagus. Ini malah loading ajah terus,1,1,7.8.0,2020-11-10 11:26:43,,,7.8.0
fac8d306-0fe4-4c2b-a851-745f179eac44,Tuti Handayani,https://play-lh.googleusercontent.com/a-/ALV-UjVNQonG3tWc6ZwlRN06Kam0ZAb2WQl0q2Hql8zp-bcfE-oYRtNr,Sekelas sriwijaya air kasih promo ultah...tp apps ga bisa dibuka2. 🙄🙄 mngecewakan.,1,0,,2020-11-10 11:25:44,,,
cb94b73e-04c6-4620-94b0-6442c0e6f22d,Achmad Rizki,https://play-lh.googleusercontent.com/a-/ALV-UjWdlEzr94ZrhD9GGKKh4IJTDzT6pbaUsaY0MkxPUPchY7IUrDE,Aplikasi loading mulu,1,1,7.8.0,2020-11-10 11:20:51,,,7.8.0
1be2062f-d8bc-4429-b62e-8e6642aa2a94,Joshwa Simamora,https://play-lh.googleusercontent.com/a/ACg8ocIx_WPZ1Mt-59MDYSoN-zRl5BKp8TAKULxUunO-NtS3mp_FMj8=mo,"For the travel flash sale, the app works so lame. Official sriwijaya website says promo tickets are only available to purchase at this mobile app but i waited from morning to evening the app just doesn't work.",1,6,7.8.0,2020-11-10 11:03:16,,,7.8.0
36400193-dba6-406f-8fa2-b6e70f4dc8da,Fitrah Rachman,https://play-lh.googleusercontent.com/a/ACg8ocLc2UzqBE8LIeD89NNNJVCF3BeZTuyRpyJY4oz3G36Mf9STFQ=mo,Bad Bad Bad. Not even working,1,1,7.8.0,2020-11-10 10:51:59,,,7.8.0
71862bbd-d978-4b88-8dfd-a12a9b90d5eb,Fatur,https://play-lh.googleusercontent.com/a-/ALV-UjXnq6wCPY4oPVb9A8RzCc7ggEHCV-Wro7WJpqJwBAXaPyxx98G5,Ngadain flash sale tapi ga becus,1,1,7.8.0,2020-11-10 10:48:22,,,7.8.0
dcd6933a-fd8f-43ad-8c48-2626b8068acd,Nasrul Salim,https://play-lh.googleusercontent.com/a-/ALV-UjXbENmUASafeM7zhZGPwOIu0D4VelwGJoFY0OanTvQSB_Kwg9N1tQ,Prank promo,1,1,7.8.0,2020-11-10 10:44:27,,,7.8.0
147f4cb0-e8cd-4640-b72e-8ead9b4f986e,Sandi Heryandi,https://play-lh.googleusercontent.com/a-/ALV-UjWMT21mLK9NfI5rAw1OFrRgbh1owDB52DnS7mdQVbE-WUGdMs0T,Bad,1,0,,2020-11-10 10:43:52,,,
e35c162a-c458-4b52-a8a1-09a7b92bad6c,Yusuf Hanafi Angkat,https://play-lh.googleusercontent.com/a-/ALV-UjW_vn9DJKRuRLJdIAseaEzE18_nQAbCFxfGYgWbHTD2R3R-LR2O,Buka app : Loading terus sampai gue uninstall.,1,0,,2020-11-10 10:23:00,,,
c5e78c2a-8f8b-4ac6-a781-c54289cdc73d,Mushlihatul Inayah HR,https://play-lh.googleusercontent.com/a-/ALV-UjWC5EIyz54oe9890uX8BB53vyt3GZqEDWYB0bA30ggZLqg0zg7s,Loading aja tross,1,0,,2020-11-10 10:18:44,,,
6cc0c260-e541-4c71-9e7c-47edd29df0d9,Muhammad Ibar,https://play-lh.googleusercontent.com/a/ACg8ocKC7MrZtwSd_ELT2pF0I7pf86mSLy5fIwVSS1XvAB0e-SvGqg=mo,"saya gak usah lah ya jelasin di komentar, ntar saya berdosa gara2 ngomong kotor.",1,1,7.8.0,2020-11-10 10:16:09,,,7.8.0
dabf55b0-718a-4a13-96e5-d2514c4c82e7,Luthfy Mustafrizal,https://play-lh.googleusercontent.com/a-/ALV-UjWwE23Ok9aub98rfpWXvnM5oZjaMzv4aUnS0H51OSicXQwW87u_,Kagak niat buat app,1,1,7.8.0,2020-11-10 10:10:34,,,7.8.0
f6a73172-d10c-4f91-9f90-e4dc7bb793ab,pakak bangak,https://play-lh.googleusercontent.com/a/ACg8ocI3kZvq4irFfGlXp5jsGfL7ndxgZPXpTrbkxXbyfqr5EQi3Lw=mo,perusahaan pembohong,1,1,7.8.0,2020-11-10 10:10:17,,,7.8.0
1ea604dd-45d5-4b2f-9a81-acf23e979378,M. Ichsan,https://play-lh.googleusercontent.com/a/ACg8ocKeiKifZ_OfrivbM6uQ5uPS5niS_JHSmvFNq_8NsvuPYfOutA=mo,Bad app,1,1,7.8.0,2020-11-10 10:05:39,,,7.8.0
ee226816-e4ae-4e50-b2a3-3523c5365fc0,Nur Septiana Tahir,https://play-lh.googleusercontent.com/a-/ALV-UjVc9hMvM1XoDf9ZatWVs46mUIPZ177mumCGNu-Dk4D7t1HWiliI,Loadingnya lama banget sumpahhhh,1,1,7.8.0,2020-11-10 09:42:59,,,7.8.0
893fff81-6c03-4857-891f-ca3f8a33d8d4,David Kendy,https://play-lh.googleusercontent.com/a/ACg8ocKgO54M9TDtlqKHwwQvqo2XMvdlI2tAkzKX37Q8Khr4w3l_Yw=mo,"promo parah... server ga kuat tampung visitor... dr pagi muter"" terus g bs search.. di web g bs buka.. parah... promo ga ikhlas di ultahnya.",1,1,7.8.0,2020-11-10 09:18:00,,,7.8.0
cdee9881-5cdf-40ca-a052-c2cd519fbe72,Muhammad Dirham,https://play-lh.googleusercontent.com/a-/ALV-UjWLUFdWDrYB1jDgDesyU7Qv0rnkXclIqpjNT6KReIvspNOxcwQ,"Didnt work, can't touch anything",1,1,7.8.0,2020-11-10 08:45:11,,,7.8.0
56840d26-a0d3-4d51-8c42-ff408c17d983,Beny Smith,https://play-lh.googleusercontent.com/a/ACg8ocJG0pngmV7qi0se16GImExtgaOAO_Iu26AuLKeQmE0_B4zELA=mo,Promo tapi ngeleg.. gk niat emang Web ny jg sama,1,1,7.8.0,2020-11-10 08:42:00,,,7.8.0
5c2e6767-20d0-4201-9ef8-2ffb7b96d4d6,Renaldo Handoyo,https://play-lh.googleusercontent.com/a-/ALV-UjWuaail5Ptfo-KDxzKSByZaQW7re9WeB292W0p-KAQo3x8J_FPb,"Loading terus, server bapuk",1,3,7.8.0,2020-11-10 08:30:57,,,7.8.0
bc3216a2-ca45-438a-bca9-d804fa2f30d9,Sri Sartika,https://play-lh.googleusercontent.com/a-/ALV-UjXe-Ps-48ktERlP5X-dtLEvC4NHr7PRnAoNyybwTKLP5haYOn6n,"Flash sale suruh instal apps, giliran flash sale ga bisa dibuka website dan appsnya. 👎👎",1,0,,2020-11-10 08:15:36,,,
d08577ca-8d7a-40bd-8ace-c628493212fb,Nusantara Motoriders,https://play-lh.googleusercontent.com/a-/ALV-UjX2yQK6YI3YxsCbOX9_dVr5jgUKXh3w7-4xUN1Bc8dgCJTKgCHk7A,Aplikasi muter-muter aja setelah di install,1,1,7.8.0,2020-11-10 08:11:13,,,7.8.0
9c171fb2-ba25-4299-8e6f-310448d588c1,theda adisyura,https://play-lh.googleusercontent.com/a-/ALV-UjW7MAk0hpnWRaH16tbYJCeWLTsH6lJdriV4zyoPqCoJ8x3s7hyq,loading aja terooosssss seharian !!,1,1,7.8.0,2020-11-10 08:00:12,,,7.8.0
efccf40d-a06a-4997-9142-4046fe5601cf,Benny J.H. Sihombing,https://play-lh.googleusercontent.com/a-/ALV-UjWo6vRvK_GS7uywIHk4HKCgO_wfOMxs1zmQp9ptvMH11gQMZwOf,Hari ini tanggal 10 Nopember 2020 Sriwijaya Air Mobile tidak dapat diakses,1,1,7.8.0,2020-11-10 07:54:09,,,7.8.0
c916737f-fe68-4a1e-b560-e3cd0c4641d4,yuda mardiansyah,https://play-lh.googleusercontent.com/a-/ALV-UjXaELw2GBrrNFuku7B_j16lE7oe34OANE-xsHOowYNtwe746Egx,Down down down,1,0,,2020-11-10 07:43:49,,,
bb403523-1589-41ca-babe-6e2d4fb4071c,Simeon Teguh Waluyo,https://play-lh.googleusercontent.com/a-/ALV-UjVPFJ_XlE6H8_2Y76Y97FuAv9F9_LB1T7v5JfiGhWqWl96OUlfH,Not working,1,2,7.8.0,2020-11-10 07:42:01,,,7.8.0
26132ba7-bd9e-4fb3-abf7-3e7264a233af,Muchammad Muchlis,https://play-lh.googleusercontent.com/a/ACg8ocJ_3WdTsCnwhJzHa6EEGvndXqOLgrVow98gMm_rSvdbMUPunA=mo,"Semoga Berkah selalu Sriwijaya Air, Alhamdulilah",5,1,7.8.0,2020-11-10 07:08:52,,,7.8.0
cb2b5215-a423-4247-95e4-531f8eeb5e88,Lungun Situmeang,https://play-lh.googleusercontent.com/a-/ALV-UjWwciRSidY1_qiqSsDix_XpK9t16RRLKQZSsIKUamO3EnuHTU5O,"Aplikasi tidak bisa dibuka, tadinya mau check apakah betul ada promo 10 November 2020",1,3,7.8.0,2020-11-10 06:44:13,,,7.8.0
19e674d7-d486-4d69-a81c-77966061b427,kemal kartomo,https://play-lh.googleusercontent.com/a/ACg8ocKp_BpGSqRxVnRc4WQu2oTrqgkIupf32jl6nAeHqTC7dJIc6g=mo,"cant be access today Nov 10, 2020",1,3,7.8.0,2020-11-10 06:22:36,,,7.8.0
ae40fecb-7c7b-4282-891f-2640e1ae2900,firman mh,https://play-lh.googleusercontent.com/a/ACg8ocJBDfqMBBTc3kgmuon9u-xswIEMz1BTucAo1ltd_lkEO91GGw=mo,aplikasi gak jelas samsek,1,2,,2020-11-10 06:04:58,,,
